mail-10bm86dyrn89tbb5d895zwyt3e_INFO,mail-19mvyeegbc9m8rgv6hjnjfd4ha_HIGH,mail-1e9vyse1pv9tsvhajq08tk9cx2_LOW,mail-1e9vyse1pv9tsvhajq08tk9cx2_OK,mail-24cwrkk7yd9e8v8ak7pp09wvpd_OK,mail-274e1wpk469dh92xgg9x24zady_INFO,mail-2edjx24zym9wdat2k26b2yv66a_HIGH,mail-2edjx24zym9wdat2k26b2yv66a_OK,mail-2t766d683b93kaxgvwbrn9pb91_HIGH,mail-2tpy6dbyas9k6vwaybtc9qz7v4_HIGH,mail-2tpy6dbyas9k6vwaybtc9qz7v4_OK,mail-2vqyh2xx7e8rfa8xpjxznnvsxj_MEDIUM,mail-2vqyh2xx7e8rfa8xpjxznnvsxj_OK,mail-3a11gmbs308zerxee2c249r6ed_OK,mail-3an77340ah8vjtrxt832dxkajx_HIGH,mail-3an77340ah8vjtrxt832dxkajx_OK,mail-3avnzycn9q8ksaj9f1x6jk00j0_HIGH,mail-3v9bn2thf88bdr1jq3h06yks8b_HIGH,mail-3v9bn2thf88bdr1jq3h06yks8b_OK,mail-427ksdsnx28m6sj599te45f242_OK,mail-46cvtwg4ty9hha7p5wmg5ze7hq_HIGH,mail-46cvtwg4ty9hha7p5wmg5ze7hq_OK,mail-49qbd59hbw8rx9d3p8f9fjfk8k_HIGH,mail-49qbd59hbw8rx9d3p8f9fjfk8k_OK,mail-4ery90s5m29yvrgwwg7qahzqsn_LOW,mail-4ery90s5m29yvrgwwg7qahzqsn_OK,mail-4hqpmkf90398n8ee4hk3tjfpes_HIGH,mail-4hqpmkf90398n8ee4hk3tjfpes_OK,mail-4rqj80t00989cbpk8t5nnrazqp_HIGH,mail-4rqj80t00989cbpk8t5nnrazqp_OK,mail-4xgr1qyz418r9rrfxh4sxxpj5y_LOW,mail-4xgr1qyz418r9rrfxh4sxxpj5y_OK,mail-51p7x6zqwr8xc9q9rs6j58ynes_MEDIUM,mail-51p7x6zqwr8xc9q9rs6j58ynes_OK,mail-54v5e3z1px8y0ara5rafqr651t_HIGH,mail-5e0mwk5veh8j8ad1ek0eesvwqf_HIGH,mail-5e0mwk5veh8j8ad1ek0eesvwqf_OK,mail-5v5dtcb48c9ffv8p5ygmg54nnx_OK,mail-6c2t4ktp4488h8jhefxsamzxb0_HIGH,mail-6c2t4ktp4488h8jhefxsamzxb0_OK,mail-6cf167tydc9w1rp3ps9h3tx2dk_HIGH,mail-6jp6zdh3n68eprzz4p8ea4pcfs_HIGH,mail-6qk07qd2zf80aa8p75c25yrzkd_OK,mail-6txsgv29t387vvev78kh640x79_LOW,mail-6txsgv29t387vvev78kh640x79_OK,mail-7texy80ty7910tyt7q4h6s0t6b_HIGH,mail-awc908ksz9tybbe45bxffbnh4_MEDIUM,mail-awc908ksz9tybbe45bxffbnh4_OK,mail-f1jjp98c79s7a1fg5r3gf6j9b_HIGH,mail-f1jjp98c79s7a1fg5r3gf6j9b_OK,mail-wjc9j1dbr8ecb6kvfvxaxe3n1_HIGH,mail-xxk11qsr89estz7ej6cvje5yz_OK,company_reference,timestamp,score_value,internal_value
0,0,0,6,0,0,0,8,0,0,8,0,8,8,0,8,0,0,18,6,0,6,0,8,8,0,0,6,0,6,0,18,0,8,0,2,6,6,0,6,0,0,18,0,8,0,0,6,0,6,0,0,rat-5q1gvdcjz88vhvhjq68sbmn0xa,2024-07-13T06:57:30,830,85.0
0,0,0,6,0,0,0,8,0,0,8,0,8,8,0,8,0,1,17,6,0,6,0,8,8,0,0,6,0,6,0,18,0,8,0,2,6,6,0,6,0,0,18,0,8,0,0,6,0,6,0,0,rat-1brp18qe459zc82kwhm8jv5ahj,2024-10-10T06:57:30,824,84.21875
0,0,0,3,0,0,0,3,0,2,1,0,3,3,0,3,0,0,6,3,0,3,0,3,2,1,0,3,0,3,0,6,3,0,0,0,3,3,0,3,0,0,6,3,0,0,0,3,0,3,0,0,rat-1fwbpdzh3k8dxaxc2prmcc0vb1,2024-07-14T22:00:05,777,78.33333333333334
0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,rat-66ye366bey97xv4vqm14b1x2m6,2024-07-13T06:22:51,750,75.0
0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,7,1,0,1,0,1,1,0,0,1,0,1,0,7,1,0,0,0,1,1,0,1,0,0,7,1,0,0,0,1,0,1,0,0,rat-6c7armphwm81vt4gkthfzkkb5c,2024-07-13T14:43:32,670,65.0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,rat-5arwphx44e8vz89x188y4ch9zd,2024-12-13T15:51:05,310,20.0
0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,1,0,1,0,2,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,rat-21zpasxsym9vs8p5ksxmxrm9fm,2024-07-13T07:11:30,470,40.0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,rat-2hywjc2hez8368e5vpmxrv1489,2024-10-04T10:39:06,630,60.0
0,0,0,16,0,0,0,20,0,0,20,0,20,20,0,20,0,0,9,16,0,16,0,20,0,20,0,16,0,16,0,9,0,20,0,4,16,16,0,16,0,0,9,0,20,0,0,16,0,16,0,0,rat-66rhheam1d8e6am5qjce4jvw0b,2024-07-13T14:45:03,886,92.0
0,0,0,17,0,0,0,21,0,0,21,0,21,21,0,21,0,0,10,17,0,17,0,21,1,20,0,17,0,17,0,10,0,21,0,4,17,17,0,17,0,0,10,1,20,0,0,17,0,17,0,0,rat-x68mh8qy79jpbrgc68zmacrg5,2024-10-19T14:45:03,885,91.9047619047619
0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,2,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,2,1,0,0,0,1,0,1,0,1,rat-2z227ht5wc98h81dpb1wnepze4,2024-07-13T02:45:42,870,90.0
0,0,2,1,0,0,0,3,0,2,1,0,3,3,0,3,0,0,4,3,0,3,0,3,3,0,0,3,0,3,0,4,2,1,0,0,3,3,0,3,0,0,4,3,0,0,0,3,0,3,0,0,rat-dv2qy3g0x8s1vhzx1kqypysn4,2024-07-13T06:58:34,683,66.66666666666666
0,0,2,1,0,0,0,3,0,2,1,0,3,3,0,3,0,0,2,3,0,3,0,3,3,0,0,3,0,3,0,2,2,1,0,0,3,3,0,3,0,0,2,3,0,0,0,3,0,3,0,0,rat-79pb3j6zv680easyz9px0d0yq9,2024-11-13T06:58:34,683,66.66666666666666
0,0,0,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,6,1,0,1,0,2,1,1,0,1,0,1,0,6,1,1,0,1,1,1,0,1,0,0,6,2,0,0,0,1,0,1,0,0,rat-zehnww1sf81tsb7dpryn2z8vp,2024-07-13T15:38:26,710,70.0
0,0,0,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,8,1,0,1,0,2,1,1,0,1,0,1,0,8,1,1,0,1,1,1,0,1,0,0,8,2,0,0,0,1,0,1,0,0,rat-v2ee04q3h97s97dbjvft8vhr5,2024-11-22T05:51:51,710,70.0
0,0,1,2,0,0,0,3,0,2,1,0,3,3,0,3,0,0,8,3,0,3,1,3,3,0,0,3,0,3,0,8,2,1,0,1,3,3,0,3,0,0,8,3,0,0,0,3,0,3,0,1,rat-7sm07srdv3919svtv2hkfpchg1,2024-09-02T08:06:05,650,62.5
0,0,1,2,0,0,0,3,0,2,1,0,3,3,0,3,0,0,7,3,0,3,1,3,3,0,0,3,0,3,0,7,2,1,0,1,3,3,0,3,0,0,7,3,0,0,0,3,0,3,0,1,rat-3x1dw85qx49vzt6e4p59nx4vpc,2024-10-03T11:56:51,650,62.5
0,0,1,2,0,0,0,3,0,2,1,0,3,3,0,3,0,0,6,3,0,3,1,3,3,0,0,3,0,3,0,6,2,1,0,1,3,3,0,3,0,0,6,3,0,0,0,3,0,3,0,1,rat-1b67px6tav93as51qbkne89fby,2024-10-27T11:56:51,650,62.5
0,0,1,2,0,0,0,3,0,2,1,0,3,3,0,3,0,0,5,3,0,3,1,3,3,0,0,3,0,3,0,6,2,1,0,1,3,3,0,3,0,0,6,3,0,0,0,3,0,3,0,1,rat-65swnrz8ka87er49acrn4pecmx,2024-11-06T11:56:51,650,62.5
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,3,1,0,2,1,1,0,1,0,2,0,2,0,3,0,1,0,0,2,2,0,2,0,0,3,1,0,0,0,2,0,2,1,0,rat-7mvt6dy4yj8bq8jb1gtbd7045j,2024-07-14T07:13:52,510,45.0
0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,2,0,0,3,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,0,rat-2z3kmjf1fc9zr95307pp3v9s4j,2024-10-03T07:13:52,590,55.0
0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,1,2,0,2,0,2,2,0,0,2,0,2,0,1,1,1,0,0,2,2,0,2,0,0,1,2,0,0,0,2,0,2,0,0,rat-5e8y5pqjnm9n9sx78rwhn75wxa,2024-10-03T09:12:36,770,77.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,rat-7285dv1b6v9bbv1drmbkx558n8,2024-07-13T07:40:04,390,30.0
0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,1,0,1,0,1,1,0,0,1,0,1,0,2,0,1,0,0,1,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,rat-37g9jhcewf8rct8vw1ec0h8b94,2024-07-13T08:07:13,710,70.0
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,2,0,0,2,0,2,0,2,1,1,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,rat-63yqm51r218vzrr80gvym2ewym,2024-07-14T17:30:13,850,87.5
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,1,2,0,2,0,2,2,0,0,2,0,2,0,1,1,1,0,0,2,2,0,2,0,0,1,2,0,0,0,2,0,2,0,0,rat-4t0d49gpbq9jhv4tetm7ht0tcv,2024-10-03T17:30:13,850,87.5
0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,rat-76w5tk78pt9spa6xkk23v5ymq7,2024-11-15T16:03:05,670,65.0
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,3,2,0,2,0,2,1,1,0,2,0,2,0,3,1,1,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,0,rat-7fw83zn7359nza9kk4hysbsw15,2024-07-13T16:38:54,850,87.5
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,1,1,0,2,0,2,0,2,1,1,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,rat-7rphjqkwjn8k4t2e62ndw8bmjr,2024-08-26T19:56:55,850,87.5
0,0,1,1,0,0,0,2,0,1,1,0,2,2,0,2,0,0,3,2,0,2,0,2,0,2,0,2,0,2,0,3,2,0,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,0,rat-1dbkzwaehh9c88qrpdcjsgt3tn,2024-07-13T06:56:39,710,70.0
0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,3,2,0,2,0,2,0,2,0,2,0,2,0,3,2,0,0,0,2,2,0,2,0,0,3,2,0,0,0,2,0,2,0,0,rat-3x1xx3asje9nvrh2sdrm750xy8,2024-07-21T06:56:39,750,75.0
0,0,1,1,0,0,0,2,0,0,2,0,2,2,0,2,0,0,1,2,0,2,0,2,0,2,0,2,0,2,0,1,2,0,0,0,2,2,0,2,0,0,1,2,0,0,0,2,0,2,0,0,rat-3488a9p5qj92jvg03bngvhq2hh,2024-09-10T06:56:39,750,75.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,0,1,0,1,0,3,0,0,0,2,1,1,0,1,0,0,3,0,0,0,0,1,0,1,0,1,rat-4z5zmhnnvs930vs6whtx4m8989,2024-07-13T19:28:45,497,43.333333333333336
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,0,1,0,1,0,4,0,0,0,2,1,1,0,1,0,0,4,0,0,0,0,1,0,1,0,1,rat-tf1qqakxm9vcvghyph4bs719m,2024-07-14T19:41:05,497,43.333333333333336
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,1,0,1,0,2,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,1,rat-3scxwe08rw9bdad8nqpygg8r1s,2024-07-16T21:39:57,497,43.333333333333336
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,1,0,1,0,3,0,0,0,2,1,1,0,1,0,0,3,0,0,0,0,1,0,1,0,1,rat-1tdmyyqzd98wcb2kpty2eg2rw5,2024-11-06T21:59:40,497,43.333333333333336
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,0,1,0,2,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,1,rat-4ggtv2bsdy8r1bzktdy7sg1ka3,2024-11-07T12:43:04,497,43.333333333333336
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,3,1,0,1,1,1,1,0,0,1,0,1,0,3,0,1,0,1,1,1,0,1,0,0,3,1,0,0,0,1,0,1,0,0,rat-2q11e07jb69kra5etzcrwrxvqz,2024-07-13T01:29:18,630,60.0
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,rat-7azg3bs7kw9n8ra3tad58yq6qb,2024-11-23T09:21:05,870,90.0
0,0,0,2,0,0,0,4,0,0,4,0,4,4,0,4,0,0,7,2,0,2,0,4,0,4,0,2,0,2,0,8,0,4,0,2,2,2,0,2,0,0,8,0,4,0,0,2,0,2,0,1,rat-1jvtgsetad9gv96na78jektk7a,2024-07-13T07:10:57,790,80.0
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,17,6,0,6,0,6,6,0,0,6,0,6,0,17,6,0,0,0,6,6,0,6,0,0,17,6,0,0,0,6,0,6,0,0,rat-24g0vssrcr83xv29cackwhe6qp,2024-07-13T05:55:05,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,13,6,0,6,0,6,6,0,0,6,0,6,0,13,6,0,0,0,6,6,0,6,0,0,13,6,0,0,0,6,0,6,0,0,rat-3rchsvh13r8258t5ea7646h2a7,2024-09-03T16:18:05,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,14,6,0,6,0,6,6,0,0,6,0,6,0,14,6,0,0,0,6,6,0,6,0,0,14,6,0,0,0,6,0,6,0,0,rat-5r2pzfzcmf9zy9apaxeaekawa8,2024-10-01T08:06:05,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,10,6,0,6,0,6,6,0,0,6,0,6,0,10,6,0,0,0,6,6,0,6,0,0,10,6,0,0,0,6,0,6,0,0,rat-5aszxks5n685wt4f5dyzw7s7c2,2024-10-02T10:04:32,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,12,6,0,6,0,6,6,0,0,6,0,6,0,12,6,0,0,0,6,6,0,6,0,0,12,6,0,0,0,6,0,6,0,0,rat-egsgf3z629xw8ryya68xcysta,2024-10-03T10:04:32,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,15,6,0,6,0,6,6,0,0,6,0,6,0,15,6,0,0,0,6,6,0,6,0,0,15,6,0,0,0,6,0,6,0,0,rat-71652rx2e0928vq1h0c7bddd8h,2024-10-04T10:04:32,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,9,6,0,6,0,6,6,0,0,6,0,6,0,9,6,0,0,0,6,6,0,6,0,0,9,6,0,0,0,6,0,6,0,0,rat-6rebgm4enb81waqpj9fpnyxdc6,2024-10-06T20:48:54,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,8,6,0,6,0,6,6,0,0,6,0,6,0,8,6,0,0,0,6,6,0,6,0,0,8,6,0,0,0,6,0,6,0,0,rat-16x9b5bdfj9h48tgrwvpzwk6gh,2024-10-07T20:48:54,697,68.33333333333334
0,0,5,1,0,0,0,6,0,0,6,0,6,6,0,6,0,0,16,6,0,6,0,6,6,0,0,6,0,6,0,16,6,0,0,0,6,6,0,6,0,0,16,6,0,0,0,6,0,6,0,0,rat-2sddp4x8bh8rbtr9f42f2jv0t4,2024-10-10T02:23:53,697,68.33333333333334
0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,5,1,0,1,0,1,1,0,0,1,0,1,0,5,0,1,0,0,1,1,0,1,0,0,5,1,0,0,0,1,0,1,0,0,rat-258bqtkxe68rtrk0h123nhejaq,2024-07-13T06:27:15,710,70.0
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,5,1,0,1,0,1,1,0,0,1,0,1,0,5,0,1,0,0,1,1,0,1,0,0,5,1,0,0,0,1,0,1,0,0,rat-3zw4avmhfy95qa8y7105d42kvw,2024-07-14T06:58:52,670,65.0
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,rat-3b4413kd7r8njvmzdawy1rcfty,2024-10-05T06:58:52,670,65.0
0,0,4,1,0,0,0,10,0,0,10,0,10,10,0,10,0,0,37,5,0,5,0,10,10,0,0,5,0,5,0,37,0,10,0,5,5,5,0,5,0,0,37,10,0,0,0,5,0,5,0,0,rat-53n0h7883h9fhvjgk0eckq08j8,2024-07-13T20:18:24,646,62.0
0,1,4,1,0,0,0,10,0,0,10,0,10,10,0,10,0,0,37,4,0,5,0,10,10,0,0,5,0,5,0,37,0,10,0,5,5,5,1,4,0,0,37,10,0,0,0,5,0,5,0,0,rat-2n1zz9ggtd84x999yr0aekt65f,2024-09-07T20:18:24,634,60.5
0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,0,2,1,1,0,0,2,0,2,0,0,rat-60cv3kwxrf8crs9xh3npyb1rwj,2024-07-13T06:58:40,910,95.0
0,1,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,2,1,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,0,2,2,0,2,0,0,2,1,1,0,0,2,0,2,0,0,rat-3waspsns5s9xwrr8dwq9d2e194,2024-09-07T06:58:40,770,77.5
0,1,0,2,0,0,0,2,0,0,2,0,2,2,0,2,0,0,1,1,0,2,0,2,1,1,0,2,0,2,0,1,0,2,0,0,2,2,0,2,0,0,1,1,1,0,0,2,0,2,0,0,rat-69vfjw0ge28pb8r75qvkqs1tbk,2024-10-04T06:58:40,770,77.5
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,4,1,0,1,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,1,0,1,0,0,4,0,1,0,0,1,0,1,0,1,rat-4wv8v5kehv9d6ty7tg9qnc86cz,2024-07-13T07:43:46,950,100.0
0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,3,1,0,1,0,1,0,1,0,1,0,1,0,4,0,1,0,0,1,1,0,1,0,0,4,0,1,0,0,1,0,1,0,1,rat-68sk91gp758bv95ft4pn6fsnrm,2024-11-06T07:43:46,950,100.0
0,0,0,9,0,0,0,10,0,1,9,0,10,10,0,10,0,1,10,9,0,9,0,10,1,9,0,9,0,9,0,11,0,10,0,1,9,9,0,9,0,0,11,7,3,0,0,9,0,9,0,0,rat-2zy8bzgtpp8e3s7pbgr5e2px79,2024-07-14T10:25:22,850,87.5
0,0,0,9,0,0,0,10,0,1,9,0,10,10,0,10,0,1,9,9,0,9,0,10,1,9,0,9,0,9,0,10,0,10,0,1,9,9,0,9,0,0,10,7,3,0,0,9,0,9,0,0,rat-64vx2nwnda8pjavzdw5v9ekyma,2024-08-31T10:25:22,850,87.5
0,0,0,10,0,0,0,10,0,1,9,0,10,10,0,10,0,1,10,10,0,10,0,10,1,9,0,10,0,10,0,11,0,10,0,0,10,10,0,10,0,0,11,7,3,0,0,10,0,10,0,0,rat-14q7x1htp49pptxjpsf7b2xx1s,2024-11-19T10:25:22,882,91.5
0,0,40,95,0,1,0,137,0,4,133,0,137,136,0,137,0,7,173,132,2,133,21,137,111,26,1,134,0,135,0,180,3,134,0,23,135,135,0,135,1,0,180,26,111,0,2,133,0,135,2,0,rat-20b0tc22x385tvacxhzjmhz55k,2024-07-14T18:40:48,780,78.79746835443038
0,0,40,95,0,1,0,137,0,4,133,0,137,136,0,137,0,7,175,132,2,133,21,137,111,26,1,134,0,135,0,182,3,134,0,23,135,135,0,135,1,0,182,26,111,0,2,133,0,135,2,0,rat-27ezb2h45596aajdchabtwmmka,2024-07-16T18:40:48,780,78.79746835443038
0,0,40,95,0,1,0,137,0,4,133,0,137,136,0,137,0,7,185,132,2,133,21,137,111,26,1,134,0,135,0,192,3,134,0,23,135,135,0,135,1,0,192,26,111,0,2,133,0,135,2,0,rat-2p301kmhxn9saazmxf2zd1emnv,2024-07-17T18:40:48,780,78.79746835443038
0,0,40,95,0,1,0,136,0,4,132,0,136,135,0,136,0,7,187,132,2,133,22,136,112,24,1,134,0,135,0,194,2,134,0,23,135,135,0,135,1,0,194,25,111,0,2,133,0,135,2,0,rat-4gw7xmdpr8xxbwtfkay90gqn7,2024-07-18T18:40:48,780,78.70253164556962
0,0,40,95,0,1,0,136,0,4,132,0,136,135,0,136,0,7,202,132,2,133,22,136,112,24,1,134,0,135,0,209,2,134,0,23,135,135,0,135,1,0,209,25,111,0,2,133,0,135,2,0,rat-6bdsk3j7p79bfrfgtgsgx3wds1,2024-07-19T18:40:48,780,78.70253164556962
0,0,40,95,0,1,0,136,0,4,132,0,136,135,0,136,0,7,207,132,2,133,22,136,112,24,1,134,0,135,0,214,2,134,0,23,135,135,0,135,1,0,214,25,111,0,2,133,0,135,2,0,rat-32p3cxm5cj9zxrmm73bjwe63kg,2024-07-23T18:40:48,780,78.70253164556962
0,0,40,95,0,1,0,136,0,4,132,0,136,135,0,136,0,7,236,132,2,133,22,136,112,24,1,134,0,135,0,243,2,134,0,23,135,135,0,135,1,0,243,25,111,0,2,133,0,135,2,0,rat-633kqx2rr69e3txybswt2k9d21,2024-07-24T18:40:48,780,78.70253164556962
0,0,40,95,0,1,0,136,0,4,132,0,136,135,0,136,0,7,236,132,2,133,22,136,112,24,1,134,1,134,0,243,2,134,0,23,135,135,0,135,1,0,243,25,111,0,2,133,0,135,2,0,rat-mnmcdkt6384mtqgnah5e6v7rg,2024-07-25T18:40:48,779,78.60759493670886
0,0,39,96,0,1,0,136,0,4,132,0,136,135,0,136,0,7,236,132,2,133,22,136,112,24,1,134,2,133,0,243,2,134,0,23,135,135,0,135,1,0,243,25,111,0,2,133,0,135,2,0,rat-70xzgknc39b6tnr646e4gp4am,2024-07-26T18:40:48,778,78.5126582278481
0,0,38,97,0,1,0,136,0,4,132,0,136,135,0,136,0,7,236,132,2,133,22,136,112,24,1,134,2,133,0,243,2,134,0,23,135,135,0,135,1,0,243,25,111,0,2,133,0,135,2,0,rat-1kee676p0095htwhxffx53sfd0,2024-07-28T18:40:48,778,78.5126582278481
0,0,39,96,0,1,0,136,0,4,132,0,136,135,0,136,0,7,236,132,2,133,22,136,112,24,1,134,1,134,0,243,2,134,0,23,135,135,0,135,1,0,243,25,111,0,2,133,0,135,2,0,rat-131qjpwzd29f2ad6t4jp61qqsv,2024-07-29T18:40:48,780,78.73417721518987
0,0,38,97,0,1,0,136,0,4,132,0,136,135,0,136,0,7,234,132,2,133,22,136,112,24,1,134,0,135,0,241,2,134,0,23,135,135,0,135,1,0,241,25,111,0,2,133,0,135,2,0,rat-3gtdp5zjfb9adtkf52fv06zvnt,2024-07-30T18:40:48,782,78.95569620253164
0,0,38,97,0,1,0,136,0,4,132,0,136,135,0,136,0,7,242,132,2,133,22,136,112,24,1,134,0,135,0,249,2,134,0,23,135,135,0,135,1,0,249,25,111,0,2,133,0,135,2,0,rat-2jk1zqr3pw9jb9x9aphap9192q,2024-07-31T18:40:48,782,78.95569620253164
0,0,38,97,0,1,0,136,0,4,132,0,136,135,0,136,0,7,245,132,2,133,22,136,112,24,1,134,0,135,0,252,2,134,0,23,135,135,0,135,1,0,252,25,111,0,2,133,0,135,2,0,rat-4zrjs9frrw8knv5h7fdnsn80sx,2024-08-01T18:40:48,782,78.95569620253164
0,0,38,97,0,1,0,136,0,4,132,0,136,135,0,136,0,7,250,132,2,133,22,136,112,24,1,134,0,135,0,257,2,134,0,23,135,135,0,135,1,0,257,25,111,0,2,133,0,135,2,0,rat-57deav5s3k9gcvca1h1ft0kka8,2024-08-09T18:40:48,782,78.95569620253164
0,0,38,97,0,1,0,139,0,4,135,0,139,138,0,139,0,7,253,132,2,133,22,139,112,27,1,134,0,135,0,260,2,137,0,26,135,135,0,135,1,0,260,25,114,0,2,133,0,135,2,0,rat-76zxx7jadx97bsf69vrq7qsn4c,2024-08-21T18:40:48,779,78.6024844720497
0,0,38,97,0,1,0,145,0,4,141,0,145,144,0,145,0,7,259,132,2,133,22,145,112,33,1,134,0,135,0,266,2,143,0,32,135,135,0,135,1,0,266,25,120,0,2,133,0,135,2,0,rat-7re09g05kd9s48nf2gxskt4cpg,2024-08-22T18:40:48,773,77.93413173652695
0,0,38,97,0,1,0,145,0,4,141,0,145,144,0,145,0,7,260,132,2,133,22,145,112,33,1,134,0,135,0,267,2,143,0,32,135,135,0,135,1,0,267,25,120,0,2,133,0,135,2,0,rat-2s8t79s1mb8rr8cth4j84g46tg,2024-08-27T18:40:48,773,77.93413173652695
0,0,38,97,0,1,0,146,0,4,142,0,146,144,0,146,0,7,260,132,2,133,21,146,113,33,1,134,0,135,0,267,2,144,1,32,135,135,0,135,1,0,267,25,121,0,2,133,0,135,2,0,rat-5ydw4y9w2g8s4rjs3bcdyxfmpz,2024-08-28T18:40:48,774,77.96407185628743
0,0,38,97,0,1,0,146,0,4,142,0,146,144,0,146,0,7,260,132,2,133,21,146,113,33,1,134,1,134,0,267,2,144,1,32,135,135,0,135,1,0,267,25,121,0,2,133,0,135,2,0,rat-7xv38djabd828amwck5wdcf9br,2024-08-30T18:40:48,772,77.75449101796407
